,feature_1,feature_2,feature_3,feature_4,label
107,0.0525,9.556111111111113,12.049,43.0,1
108,23.39,10.604722222222222,22.976,43.0,1
109,2.173611111111111,6.365555555555556,1.946,42.0,1
110,4.853888888888889,2.138888888888889,14.116,48.0,1
111,10.502777777777778,0.955,6.576,6.0,0
112,7.083611111111111,1.8091666666666664,5.949,43.0,1
113,1.6447222222222222,8.782222222222222,2.083,43.0,1
114,2.0436111111111117,7.892222222222222,3.229,31.0,1
115,3.0769444444444445,4.626666666666667,26.872,37.0,1
116,5.105833333333333,4.056666666666667,19.89,44.0,1
117,6.493611111111111,8.595277777777778,57.473,45.0,1
118,0.6686111111111112,2.858055555555556,6.069,33.0,1
119,9.083333333333334,2.9925,3.734,43.0,1
120,0.2752777777777778,8.12861111111111,3.521,39.0,1
121,1.41,4.012222222222222,12.212,33.0,1
122,23.40861111111111,4.179444444444444,4.558,43.0,1
123,0.8730555555555556,6.116944444444444,1.071,39.0,1
124,0.9502777777777778,8.244722222222222,5.957,41.0,1
125,7.424444444444444,1.3419444444444444,1.638,16.0,0
126,5.911388888888889,2.4202777777777778,7.387,39.0,1
127,1.156111111111111,5.644722222222223,6.193,45.0,1
128,2.933055555555556,2.7616666666666667,14.255,13.0,0
129,2.254166666666667,7.4425,11.625,46.0,1
130,4.9191666666666665,3.133888888888889,6.098,9.0,0
131,1.1827777777777777,1.4522222222222223,26.806,14.0,0
132,0.5555555555555556,7.201388888888889,17.724,39.0,1
133,6.183611111111111,0.9086111111111111,38.088,9.0,0
134,1.06,0.8922222222222222,0.856,42.0,1
135,4.046944444444445,2.049166666666667,7.247,41.0,1
136,0.8008333333333333,6.2427777777777775,7.89,44.0,1
137,0.4055555555555555,9.801388888888887,1.008,46.0,1
138,3.080833333333333,6.463888888888889,4.003,29.0,1
139,8.678888888888888,0.9513888888888888,5.421,38.0,1
140,23.47,9.108611111111111,6.411,46.0,1
141,0.9586111111111112,7.861666666666666,2.219,45.0,1
142,1.3319444444444444,0.7325,0.846,43.0,1
143,5.393611111111111,0.5458333333333333,13.12,18.0,0
144,0.9513888888888888,3.25,10.232,43.0,1
145,1.6547222222222222,7.048333333333333,9.869,41.0,1
146,8.262777777777778,1.737777777777778,1.046,42.0,1
147,22.189722222222223,9.85388888888889,7.787,38.0,1
148,10.776944444444444,11.558333333333334,15.582,52.0,1
149,3.605555555555556,0.6188888888888889,6.634,7.0,0
150,23.723055555555558,8.430833333333334,9.401,33.0,1
151,5.154722222222222,0.3077777777777777,0.521,18.0,0
152,1.698888888888889,15.95472222222222,2.105,43.0,1
153,5.834444444444444,4.619166666666667,6.481,35.0,1
154,6.996944444444445,1.0391666666666666,2.577,12.0,0
155,0.4533333333333333,7.762777777777778,4.199,34.0,1
156,11.147222222222222,0.7280555555555556,0.853,48.0,1
157,6.2475,4.140833333333333,2.284,9.0,0
158,0.2466666666666666,9.135,11.369,31.0,1
159,0.7411111111111112,7.757777777777778,22.214,43.0,1
160,7.8069444444444445,1.4708333333333334,9.659,43.0,1
161,1.3919444444444444,1.086666666666667,0.823,46.0,1
162,8.181111111111111,1.6408333333333334,4.915,39.0,1
163,5.495555555555556,1.5552777777777778,4.738,35.0,1
164,0.3133333333333333,11.662777777777778,13.946,23.0,0
165,23.35305555555556,9.1075,18.632,11.0,0
166,4.086111111111111,5.4238888888888885,10.752,49.0,1
167,10.691666666666666,3.893611111111111,18.538,42.0,1
168,23.44472222222222,9.596388888888889,1.017,36.0,1
169,21.421388888888888,1.237777777777778,3.816,41.0,1
170,0.9052777777777776,9.18388888888889,23.17,37.0,1
171,5.066944444444444,5.960277777777778,0.928,45.0,1
172,1.351388888888889,7.856111111111111,5.629,46.0,1
173,21.552222222222223,5.259722222222222,19.197,43.0,1
174,0.4761111111111111,2.598888888888889,5.351,13.0,0
175,23.99111111111111,7.002777777777778,33.706,9.0,0
176,7.3425,1.2491666666666668,7.878,8.0,0
177,10.586666666666666,1.3530555555555557,4.503,19.0,0
178,23.77083333333333,3.48,6.51,46.0,1
179,0.1475,2.2333333333333334,0.897,21.0,0
180,1.2491666666666668,8.301666666666666,6.586,43.0,1
181,3.4166666666666665,7.475,4.412,15.0,0
182,9.900277777777776,1.621388888888889,60.36,9.0,0
183,23.225,7.949722222222222,5.415,35.0,1
184,1.0622222222222222,10.543055555555556,14.61,15.0,0
185,23.77111111111111,0.5361111111111111,0.925,40.0,1
186,3.3872222222222224,4.9325,6.847,43.0,1
187,10.119722222222222,1.48,9.835,46.0,1
188,4.8425,9.276111111111112,2.022,39.0,1
189,0.2572222222222222,12.025277777777776,9.076,33.0,1
190,3.558333333333333,13.565833333333334,2.286,45.0,1
191,1.637222222222222,5.855,8.745,40.0,1
192,7.557222222222222,1.413888888888889,4.72,40.0,1
193,5.326388888888889,2.7591666666666668,6.365,17.0,0
194,3.0861111111111112,6.665277777777778,6.538,46.0,1
195,8.777222222222223,0.5627777777777778,0.685,48.0,1
196,4.446111111111111,1.6733333333333331,0.867,15.0,0
197,5.862222222222222,0.6475,17.892,14.0,0
198,9.551666666666666,0.8047222222222222,14.042,9.0,0
199,0.7630555555555556,3.655,6.413,33.0,1
200,5.001944444444445,5.315555555555555,6.437,35.0,1
201,5.563055555555556,1.5952777777777778,34.309,10.0,0
202,5.598333333333334,6.483055555555556,4.583,38.0,1
203,8.983055555555556,0.4533333333333333,5.402,11.0,0
204,3.192222222222222,5.132777777777778,2.298,35.0,1
205,10.896944444444443,1.0883333333333334,31.208,17.0,0
206,13.460277777777778,0.3855555555555555,7.192,7.0,0
207,6.985,1.486388888888889,4.836,44.0,1
208,0.0186111111111111,7.878055555555555,1.731,35.0,1
209,4.253055555555555,1.003611111111111,0.903,45.0,1
210,1.4341666666666666,9.046111111111111,6.052,7.0,0
211,0.4416666666666666,8.256944444444445,13.526,34.0,1
212,10.465833333333334,1.816111111111111,12.662,33.0,1
213,1.248888888888889,7.950277777777778,8.652,24.0,1
214,1.2180555555555554,4.965277777777778,2.141,39.0,1
215,22.9675,0.5858333333333333,3.955,33.0,1
216,0.5869444444444445,7.358055555555556,4.437,42.0,1
217,9.9325,0.4363888888888889,17.55,7.0,0
218,22.72,0.3233333333333333,6.958,14.0,0
219,0.3272222222222222,7.746666666666667,9.524,41.0,1
220,9.036111111111111,1.304722222222222,12.912,17.0,0
221,11.379166666666666,0.8516666666666667,0.877,37.0,1
222,23.619444444444444,2.564722222222222,4.461,18.0,0
223,5.237777777777778,0.6677777777777778,0.887,36.0,1
224,0.975,8.41,10.58,46.0,1
225,4.003055555555555,6.299444444444444,6.965,40.0,1
226,4.7725,3.39,12.436,46.0,1
227,22.137777777777774,5.226944444444444,11.355,41.0,1
228,3.435833333333333,5.548611111111111,5.056,33.0,1
229,21.974444444444444,8.590555555555556,52.5,51.0,1
230,1.0716666666666668,5.336388888888889,0.942,38.0,1
231,2.6527777777777777,3.3925,0.841,41.0,1
232,1.1352777777777778,6.809722222222222,3.497,39.0,1
233,0.0377777777777777,6.964166666666666,9.872,41.0,1
234,5.668333333333333,3.3777777777777778,4.604,45.0,1
235,2.993333333333333,9.933055555555557,53.068,4.0,0
236,9.483055555555556,12.822222222222225,15.284,49.0,1
237,23.913611111111116,8.475833333333334,17.247,38.0,1
238,1.1566666666666667,6.94,7.251,43.0,1
239,2.1147222222222224,0.8361111111111111,2.314,20.0,0
240,1.721666666666667,8.751666666666667,9.479,9.0,0
241,2.456111111111111,8.7975,11.82,42.0,1
242,4.9725,3.863888888888889,4.408,40.0,1
243,5.882777777777778,5.376111111111111,10.272,29.0,1
244,23.43638888888889,9.139166666666666,5.882,17.0,0
245,2.193888888888889,5.877222222222223,5.532,7.0,0
246,1.0419444444444443,0.6588888888888889,2.365,18.0,1
247,23.451666666666668,9.043611111111112,6.238,34.0,1
248,7.12,1.7383333333333333,7.868,41.0,1
249,3.614444444444445,3.791944444444444,5.173,41.0,1
250,1.8888888888888888,9.214722222222225,0.884,42.0,1
251,7.256388888888889,0.7091666666666666,2.465,16.0,0
252,21.35972222222222,1.5019444444444443,4.376,42.0,1
253,5.305,2.6675,14.85,48.0,1
254,0.0033333333333333,2.5269444444444447,6.171,43.0,1
255,2.208055555555556,7.973055555555556,4.403,14.0,0
256,23.433888888888887,2.203333333333333,0.953,41.0,1
257,23.78611111111111,11.275,3.643,37.0,1
258,9.773333333333332,0.5863888888888888,10.924,13.0,0
259,5.028888888888889,3.3422222222222224,9.126,52.0,1
260,1.0452777777777778,8.720833333333333,4.924,31.0,1
261,6.325833333333334,6.250277777777778,15.9,49.0,1
262,0.6627777777777778,3.9652777777777777,5.84,50.0,1
263,2.253888888888889,6.270555555555555,3.094,37.0,1
264,1.1975,7.254166666666666,6.035,39.0,1
265,0.0336111111111111,10.3575,14.913,46.0,1
266,23.586111111111112,8.997777777777777,5.567,13.0,0
267,2.801111111111111,4.404166666666667,2.155,6.0,0
268,0.3955555555555555,7.9075,46.531,13.0,0
269,22.47972222222222,9.483888888888888,5.162,12.0,0
270,2.7375,1.2916666666666667,6.037,42.0,1
271,23.224722222222223,8.406944444444445,52.368,46.0,1
272,9.907777777777778,1.718611111111111,11.051,17.0,0
273,2.256388888888889,0.5533333333333333,1.907,6.0,0
274,5.561944444444444,3.417222222222222,22.567,31.0,1
275,0.7027777777777777,8.749444444444444,7.272,37.0,1
276,4.075833333333334,4.248333333333333,0.708,11.0,0
277,0.4502777777777778,8.625833333333333,9.093,52.0,1
278,7.511388888888889,0.8063888888888889,31.68,16.0,0
279,0.9361111111111112,12.16388888888889,6.276,46.0,1
280,0.6636111111111112,8.227222222222222,11.945,35.0,1
281,0.6033333333333334,8.81611111111111,8.997,38.0,1
282,5.69,0.5569444444444445,2.805,34.0,1
283,12.451666666666666,1.2861111111111112,7.873,49.0,1
284,0.685,6.251666666666667,0.906,48.0,1
285,1.7341666666666666,6.462777777777778,16.082,52.0,1
286,5.1241666666666665,2.8472222222222223,7.034,44.0,1
287,0.6969444444444445,2.002222222222222,12.902,13.0,0
288,1.959722222222222,2.5044444444444443,4.752,16.0,0
289,23.80666666666667,5.889166666666667,1.197,43.0,1
290,0.4527777777777778,4.507777777777778,8.862,9.0,0
291,9.61,0.3711111111111111,13.479,5.0,0
292,1.1969444444444444,0.7683333333333333,2.683,33.0,1
293,7.821388888888888,4.931666666666667,7.53,45.0,1
294,0.9361111111111112,4.860555555555556,1.978,39.0,1
295,1.5591666666666666,3.3569444444444443,0.855,22.0,0
296,5.141944444444444,2.918333333333333,3.924,10.0,0
297,2.9516666666666667,6.746111111111111,0.954,50.0,1
298,3.3266666666666667,5.918611111111111,0.705,12.0,0
299,4.554444444444444,1.262222222222222,4.045,43.0,1
300,5.168611111111111,4.530277777777778,6.848,43.0,1
301,1.068888888888889,8.731944444444444,5.787,43.0,1
302,21.710277777777776,1.593611111111111,6.744,16.0,0
303,12.07,1.8180555555555555,12.198,45.0,1
304,22.87333333333333,4.538888888888889,23.106,19.0,0
305,1.8280555555555555,0.7941666666666667,0.908,39.0,1
306,7.179722222222222,1.5325,2.88,15.0,0
307,22.996666666666663,8.553611111111111,5.935,41.0,1
308,10.882222222222222,0.71,20.02,15.0,0
309,10.64638888888889,2.617777777777778,12.482,40.0,1
310,14.250555555555556,1.711666666666667,9.682,39.0,1
311,2.555277777777778,4.760555555555555,14.325,43.0,1
312,1.3225,9.5725,4.899,46.0,1
313,6.126388888888889,2.856388888888889,9.433,44.0,1
314,23.43861111111111,6.793055555555555,4.93,13.0,0
315,0.6833333333333333,9.110833333333334,44.373,44.0,1
316,3.881111111111111,5.814444444444445,20.935,36.0,1
317,0.7186111111111111,1.7669444444444444,10.294,46.0,1
318,0.5680555555555555,9.674722222222222,15.97,36.0,1
319,0.9388888888888888,10.276111111111112,1.272,46.0,1
320,10.856111111111112,1.0047222222222223,0.935,31.0,1
321,7.049444444444444,0.6644444444444444,0.845,11.0,0
322,8.929166666666667,0.5230555555555556,2.526,43.0,1
323,7.054444444444444,0.6069444444444444,12.843,10.0,0
324,23.695555555555558,5.822222222222222,0.967,43.0,1
325,7.016111111111111,0.9380555555555556,1.871,18.0,0
326,23.951666666666668,8.69138888888889,6.373,37.0,1
327,1.3477777777777775,8.645555555555555,23.082,40.0,1
328,8.430555555555555,0.4005555555555555,16.483,5.0,0
329,5.419722222222222,4.485277777777778,1.961,9.0,0
330,23.982777777777777,2.553611111111111,9.204,8.0,0
331,1.1405555555555555,9.083333333333334,11.859,35.0,1
332,22.898333333333333,9.730277777777776,15.31,18.0,0
333,5.013333333333334,4.654444444444445,0.965,42.0,1
334,0.9711111111111111,1.6872222222222222,11.547,6.0,0
335,2.0172222222222222,5.025555555555556,14.001,49.0,1
336,1.2030555555555555,8.1375,6.867,48.0,1
337,2.6927777777777777,8.104722222222222,29.267,37.0,1
338,23.514444444444443,5.356111111111111,6.026,2.0,0
339,6.471388888888889,0.9169444444444445,1.945,13.0,0
340,1.865555555555556,8.462777777777777,1.925,45.0,1
341,17.476111111111113,0.6138888888888889,0.913,38.0,1
342,0.7219444444444445,8.251111111111111,12.886,52.0,1
343,5.355555555555555,1.2630555555555556,0.954,37.0,1
344,4.892222222222222,1.585,5.037,46.0,1
345,23.08972222222222,8.324722222222222,5.009,41.0,1
346,23.634722222222223,9.34722222222222,14.236,35.0,1
347,0.0977777777777777,9.758611111111112,10.197,34.0,1
348,11.127222222222224,2.661111111111111,8.915,35.0,1
349,0.8602777777777778,9.945555555555556,5.552,37.0,1
350,23.939166666666665,0.6366666666666667,27.088,14.0,0
351,3.252222222222222,7.500555555555556,9.915,46.0,1
352,5.920833333333333,4.5625,2.265,7.0,0
353,1.6011111111111112,1.0944444444444446,49.224,14.0,0
354,9.426666666666666,1.512222222222222,61.556,14.0,0
355,4.584444444444444,3.331111111111111,8.079,48.0,1
356,3.17,6.878333333333333,6.229,12.0,0
357,10.881388888888887,1.1194444444444445,16.962,13.0,0
358,0.5638888888888889,12.181111111111113,16.007,29.0,1
359,12.014444444444443,0.3108333333333333,5.506,20.0,0
360,2.850555555555556,1.93,6.251,48.0,1
361,8.481388888888889,2.0372222222222223,7.096,34.0,1
362,0.8586111111111111,10.914444444444444,2.975,25.0,1
363,23.84888888888889,10.907222222222222,5.09,41.0,1
364,0.0247222222222222,7.379444444444444,2.228,37.0,1
365,10.195277777777775,0.5633333333333334,13.968,21.0,0
366,0.8963888888888889,3.252222222222222,10.13,10.0,0
367,1.1677777777777778,9.732222222222225,4.958,38.0,1
368,3.366111111111111,1.7294444444444443,11.631,43.0,1
369,10.605833333333331,1.147222222222222,7.188,36.0,1
370,5.258055555555556,9.433333333333334,15.83,34.0,1
371,8.438055555555556,1.8280555555555555,60.144,10.0,0
372,7.646111111111111,1.2586111111111111,4.337,44.0,1
373,2.314722222222222,0.1027777777777777,0.595,37.0,1
374,2.3944444444444444,8.526111111111112,8.19,3.0,0
375,23.6075,3.563888888888889,10.318,38.0,1
376,2.953888888888889,2.170555555555556,7.772,18.0,1
377,5.806111111111111,1.9233333333333331,0.894,43.0,1
378,6.795833333333333,1.0791666666666666,0.888,43.0,1
379,0.3208333333333333,1.4569444444444444,7.588,38.0,1
380,23.3825,5.616666666666666,1.49,41.0,1
381,22.151666666666667,10.309166666666666,5.002,43.0,1
382,23.31388888888889,4.229722222222223,6.41,14.0,0
383,7.136388888888889,0.9244444444444444,24.596,18.0,0
384,0.6252777777777778,7.850833333333333,11.664,48.0,1
385,10.733333333333333,2.435555555555556,12.759,18.0,0
386,22.586388888888887,0.9855555555555556,3.268,10.0,0
387,0.3155555555555555,9.97861111111111,39.007,29.0,1
388,0.3222222222222222,8.170555555555556,15.315,35.0,1
389,5.273888888888889,3.307777777777778,8.859,5.0,0
390,5.999444444444444,3.794444444444444,2.03,15.0,0
391,3.171944444444444,10.763333333333334,2.148,41.0,1
392,1.2122222222222223,7.368055555555555,13.834,18.0,0
393,5.425,5.501666666666667,1.039,46.0,1
394,5.659166666666667,0.5275,1.745,21.0,0
395,1.4313888888888888,7.339722222222222,11.476,43.0,1
396,23.54138888888889,15.573333333333334,6.143,41.0,1
397,4.870833333333334,5.225,5.892,34.0,1
398,0.9811111111111112,9.6975,6.466,44.0,1
399,23.084722222222226,0.7163888888888889,30.012,16.0,0
400,2.430833333333333,12.700833333333334,3.916,23.0,0
401,23.55444444444445,10.143055555555556,10.853,46.0,1
402,3.131388888888889,2.0908333333333333,8.482,18.0,0
403,10.533333333333331,3.9627777777777777,11.943,48.0,1
404,13.345277777777778,2.068888888888889,9.155,47.0,1
405,12.047222222222222,1.1297222222222223,7.641,36.0,1
406,7.973055555555556,0.2016666666666666,8.838,13.0,0
407,0.2325,1.2680555555555555,4.256,36.0,1
408,2.348055555555556,10.46888888888889,6.271,7.0,0
409,23.674444444444443,8.176944444444445,10.865,38.0,1
410,23.787222222222223,0.9666666666666668,3.144,4.0,0
411,1.5955555555555556,7.016388888888889,14.257,31.0,1
412,23.38583333333333,1.5233333333333334,7.884,41.0,1
413,0.2686111111111111,0.5766666666666667,15.906,9.0,0
414,1.2405555555555556,8.694722222222222,7.099,38.0,1
415,0.825,10.375,1.355,35.0,1
416,10.789166666666668,1.9255555555555557,0.843,49.0,1
417,23.774444444444445,8.13111111111111,12.377,31.0,1
418,2.4419444444444443,6.213333333333333,7.309,41.0,1
419,3.22,2.2225,2.186,8.0,0
420,22.926388888888887,5.873888888888889,31.9,14.0,0
421,6.161666666666667,0.7788888888888889,22.576,11.0,0
422,0.8805555555555555,8.655277777777778,37.396,45.0,1
423,14.133055555555556,10.082222222222224,26.513,34.0,1
424,1.896111111111111,7.302222222222222,4.91,46.0,1
425,23.52722222222222,6.717777777777778,9.712,43.0,1
426,4.006944444444445,10.622222222222222,2.037,35.0,1
427,2.537777777777778,1.6594444444444445,0.965,51.0,1
428,23.863333333333333,8.310555555555556,6.169,11.0,0
429,2.7888888888888888,10.024722222222222,4.448,8.0,0
430,0.145,7.594444444444444,6.046,42.0,1
431,23.63222222222222,10.206388888888888,10.249,42.0,1
432,2.421944444444444,1.6861111111111111,1.006,46.0,1
433,4.759722222222222,16.88888888888889,2.425,38.0,1
434,12.01361111111111,10.484444444444444,15.522,46.0,1
435,2.5994444444444444,5.836666666666667,1.805,43.0,1
436,6.181388888888889,3.917777777777778,11.237,18.0,1
437,4.825555555555556,1.2161111111111111,0.921,42.0,1
438,0.4969444444444444,10.380277777777778,0.963,45.0,1
439,9.791944444444445,1.9638888888888888,4.581,36.0,1
440,2.7063888888888887,6.959444444444444,9.429,18.0,1
441,11.817777777777778,10.966111111111111,15.487,35.0,1
442,9.35361111111111,3.4194444444444443,19.882,24.0,1
443,22.110277777777775,10.347777777777775,5.986,43.0,1
444,23.37444444444445,7.581388888888889,5.326,13.0,0
445,10.31611111111111,1.898055555555556,9.165,11.0,0
446,11.368333333333334,1.1977777777777778,0.917,39.0,1
447,0.5466666666666666,10.403333333333334,5.576,40.0,1
448,5.206944444444445,3.906944444444445,11.714,7.0,0
449,4.048333333333333,8.12,10.317,39.0,1
450,2.28,7.796111111111111,6.383,38.0,1
451,0.3194444444444444,5.956111111111111,34.427,19.0,0
452,12.364444444444445,1.3091666666666666,8.655,43.0,1
453,22.70888888888889,6.316111111111111,5.945,1.0,0
454,10.345555555555556,2.690555555555556,8.76,41.0,1
455,0.6366666666666667,10.08361111111111,7.186,16.0,0
456,7.945555555555556,1.9308333333333332,6.747,44.0,1
457,6.751388888888889,5.097222222222222,2.311,15.0,0
458,12.352222222222222,10.015833333333331,15.544,31.0,1
459,12.345,1.4030555555555555,8.108,41.0,1
460,2.2397222222222224,2.0216666666666665,5.709,41.0,1
461,1.1497222222222223,11.055833333333334,4.141,41.0,1
462,12.891944444444444,0.2027777777777777,7.13,9.0,0
463,1.169166666666667,8.624444444444444,21.258,39.0,1
464,23.759444444444444,8.321388888888889,11.257,40.0,1
465,6.061944444444444,2.709722222222222,2.146,10.0,0
466,1.195,7.256111111111111,11.69,34.0,1
467,0.9352777777777778,0.8988888888888888,3.203,37.0,1
468,0.1155555555555555,9.787222222222224,4.005,36.0,1
469,0.9319444444444444,8.785555555555556,8.927,43.0,1
470,0.3230555555555555,8.018055555555556,28.845,9.0,0
471,23.75611111111111,9.051388888888887,37.859,20.0,0
472,1.0625,1.3475,7.881,43.0,1
473,3.4963888888888888,5.451111111111112,9.626,49.0,1
474,22.133333333333333,14.802777777777775,16.079,40.0,1
475,4.555,0.2955555555555555,0.937,39.0,1
476,0.3316666666666666,6.666388888888889,9.607,9.0,0
477,3.767777777777778,6.360555555555556,6.615,39.0,1
478,2.8119444444444444,13.239722222222222,6.142,42.0,1
479,0.0933333333333333,8.765833333333333,10.35,35.0,1
480,13.03472222222222,0.6905555555555556,2.426,37.0,1
481,4.095277777777778,6.605,1.522,37.0,1
482,7.227777777777778,0.5061111111111111,22.016,13.0,0
483,5.557777777777778,2.535555555555556,6.22,18.0,0
484,0.2913888888888888,9.500277777777775,4.841,14.0,0
485,23.786666666666665,1.0058333333333334,3.524,14.0,0
486,4.3075,12.453888888888889,2.1,43.0,1
487,2.799722222222222,9.516666666666667,13.216,36.0,1
488,0.3144444444444444,11.664722222222222,10.37,42.0,1
489,0.3988888888888889,9.133611111111112,13.679,29.0,1
490,4.535555555555556,2.6686111111111117,49.176,11.0,0
491,0.2508333333333333,9.221111111111112,49.901,51.0,1
492,10.920833333333333,1.425277777777778,8.262,16.0,0
493,0.6888888888888889,5.406944444444444,27.087,49.0,1
494,11.960277777777778,2.238611111111111,6.81,46.0,1
495,0.6677777777777778,6.648888888888889,5.168,47.0,1
496,23.76,6.654444444444445,2.279,34.0,1
497,2.7958333333333334,7.127222222222223,5.753,45.0,1
498,2.142777777777778,8.113333333333333,6.6,51.0,1
499,1.793611111111111,5.712777777777778,13.378,42.0,1
